"Id","Nom","Fichier","Catégorie","Ingrédients"
"120","Gateau moelleux au chocolat facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/GATEAU%20MOELLEUX%20AU%20CHOCOLAT%20FACON%20THERMOCHEF.mp3","Desserts","200 g de chocolat dessert (tablette)
4 œufs entiers
75 g de sucre de coco (ou sucre classique)
50 g de farine (blé, riz ou poudre d’amande pour version sans
gluten)
1 sachet de levure chimique
25 cl de crème de coco (ou crème liquide/crème fraîche)
Spray de démoulage ou beurre pour graisser la cuve
oeuf
sachet de levure chimique
spray de demoulage ou"
"121","Naan a la banane et au coco facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/NAAN%20A%20LA%20BANANE%20ET%20AU%20COCO%20FACON%20THERMOCHEF.mp3","Desserts","250g de farine
120ml d’eau tiède
1 yaourt nature lait entier
1 cuillère à café de levure sèche
2 cuillères à soupe de sucre
1 cuillère à soupe d’huile d’olive
2 bananes mûres, écrasées
50g de noix de coco râpée
1 pincée de sel"
"122","Naan au chocolat et a l’orange facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/NAAN%20AU%20CHOCOLAT%20ET%20A%20L%E2%80%99ORANGE%20FACON%20THERMOCHEF.mp3","Desserts","250g de farine
120ml d’eau tiède
1 yaourt nature lait entier
1 cuillère à café de levure sèche
2 cuillères à soupe de sucre
1 cuillère à soupe d’huile d’olive
Le zeste d’une orange
100g de pépites de chocolat
1 pincée de sel"
"123","Pain au levain naturel et farine de seigle facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/PAIN%20AU%20LEVAIN%20NATUREL%20ET%20FARINE%20DE%20SEIGLE%20FACON%20THERMOCHEF.mp3","Desserts","pain
levain
naturel
farine
seigle"
"124","Pain aux noix sans petrissage facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/PAIN%20AUX%20NOIX%20SANS%20PETRISSAGE%20FACON%20THERMOCHEF%20%E2%80%94.mp3","Desserts","200 g de farine T55
150 g de farine intégrale T150
125 g de cerneaux de noix
2 yaourts nature
2 cuillères à soupe d’huile d’olive
1 œuf
1 cuillère à café de bicarbonate de soude
1 jus d’un demi-citron
1 cuillère à café de sel
farine intégrale T150
cerneau de noix
oeuf"
"125","Pain multicereales aux legumes facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/PAIN%20MULTICEREALES%20AUX%20LEGUMES%20FACON%20THERMOCHEF.mp3","Desserts","pain
multicéréales
légumes"
"126","Pain vapeur basique facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/PAIN%20VAPEUR%20BASIQUE%20FACON%20THERMOCHEF.mp3","Desserts","pain
vapeur
basique"
"127","Polenta vanille, rhum et pepites de chocolat facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/POLENTA%20VANILLE%2C%20RHUM%20ET%20PEPITES%20DE%20CHOCOLAT%20FACON%20THERMOCHEF.mp3","Desserts","500 ml de lait de coco-riz
10 ml de lait de coco-riz froid
40 g de sucre de coco
100 g de polenta
1 bâton de vanille (ou 1 cuillère à soupe d’extrait de vanille)
1 cuillère à soupe de rhum brun
10 g de pépites de chocolat"
"128","Quatre-quart marbre facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/QUATRE-QUART%20MARBRE%20FACON%20THERMOCHEF.mp3","Desserts","3 œufs
90 g de sucre glace
150 g de farine d’épeautre
50 g de lait de coco
80 g de beurre
1 sachet de sucre vanillé
1 sachet de levure chimique
80 g de chocolat noir dessert
1 pincée de sel
1 litre de lait.
100 grammes de riz rond.
1 cuillère à soupe d’extrait de vanille.
1 cuillère à soupe de fleur d’oranger.
1 ou 2 cuillères à soupe de rhum brun (optionnel).
60 grammes de sucre de fleur de coco.
3 cuillères à soupe de sirop de yacon."
"129","Riz au lait basse temperature fleur de coco et sirop de yacon facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/RIZ%20AU%20LAIT%20BASSE%20TEMPERATURE%20FLEUR%20DE%20COCO%20ET%20SIROP%20DE%20YACON%20FACON%20THERMOCHEF.mp3","Desserts","riz
lait
basse
température
fleur
coco
sirop
yacon"
"130","Yaourt maison a la cannelle et au miel au thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/YAOURT%20MAISON%20A%20LA%20CANNELLE%20ET%20AU%20MIEL%20AU%20THERMOCHEF.mp3","Desserts","1 litre de lait entier
1 sachet de ferments lactiques pour yaourt (ou 1 yaourt nature comme ferment)
2 cuillères à soupe de miel (ajustez selon votre goût)
1 cuillère à café de cannelle en poudre"
"131","Yaourt maison au thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/YAOURT%20MAISON%20AU%20THERMOCHEF.mp3","Desserts","1 litre de lait entier
1 sachet de ferments lactiques pour yaourt (ou 1 yaourt nature comme ferment)"
"132","Yaourt maison aux fruits rouges au thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/YAOURT%20MAISON%20AUX%20FRUITS%20ROUGES%20AU%20THERMOCHEF.mp3","Desserts","1 litre de lait entier
1 sachet de ferments lactiques pour yaourt (ou 1 yaourt nature comme ferment)
200 g de fruits rouges frais ou surgelés (framboises, fraises, myrtilles, etc.)
2 à 3 cuillères à soupe de miel ou de sucre (ajustez selon votre goût)"
"133","Yaourt maison vegetal a la vanille et au lait d’amande au thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/YAOURT%20MAISON%20VEGETAL%20A%20LA%20VANILLE%20ET%20AU%20LAIT%20D%E2%80%99AMANDE%20AU%20THERMOCHEF.mp3","Desserts","1 litre de lait d’amande non sucré
2 cuillères à soupe de sirop d’agave ou de miel (pour une version non strictement végétalienne)
1 gousse de vanille (ou 1 cuillère à café d’extrait de vanille naturel)
2 cuillères à soupe de fécule de maïs (pour aider à l’épaississement)
1 sachet de ferments lactiques spécifiques pour yaourt végétal (assurez-vous qu’ils sont adaptés à
la fermentation de laits végétaux)"
"134","Yaourt maison vegetal au lait d’amande, cacao et banane au thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/desserts/YAOURT%20MAISON%20VEGETAL%20AU%20LAIT%20D%E2%80%99AMANDE%2C%20CACAO%20ET%20BANANE%20AU%20THERMOCHEF.mp3","Desserts","1 litre de lait d’amande non sucré
2 à 3 cuillères à soupe de cacao en poudre non sucré (ajustez selon votre goût pour l’intensité du
chocolat)
1 à 2 bananes mûres, écrasées
2 à 3 cuillères à soupe de sirop d’agave ou de sucre (ajustez selon votre goût)
1 sachet de ferments lactiques spécifiques pour yaourt végétal (assurez-vous qu’ils sont adaptés à
la fermentation de laits végétaux)
2 cuillères à soupe d’amidon de maïs ou d’agar-agar (pour aider à l’épaississement, si nécessaire)"
"135","Œufs a la coque facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/%C5%92UFS%20A%20LA%20COQUE%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","1 à 4 œufs
80 millilitres d’eau, soit une demi-mesurette ThermoChef"
"136","Œufs au plat facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/%C5%92UFS%20AU%20PLAT%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","2 œufs
Un peu d’huile d’olive ou spray d’huile d’olive
Sel facultatif
Poivre facultatif"
"137","Œufs durs facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/%C5%92UFS%20DURS%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","1 à 6 œufs
1 mesurette ThermoChef complète d’eau, environ 160 millilitres"
"138","Omelette au fromage facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20AU%20FROMAGE%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
Une petite poignée de gruyère râpé
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence facultatives"
"139","Omelette aux champignons, ail et persil facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20AUX%20CHAMPIGNONS%2C%20AIL%20ET%20PERSIL%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
150 grammes de champignons émincés
1 petite gousse d’ail hachée
1 cuillère à soupe de persil haché
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence, curry doux, cumin ou paprika doux facultatif"
"140","Omelette aux oignons facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20AUX%20OIGNONS%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
1 petit oignon ou un demi-oignon moyen
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence facultatives
Curry, cumin ou paprika doux facultatif"
"141","Omelette courgette et chevre facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20COURGETTE%20ET%20CHEVRE%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
1 petite courgette
Un peu de fromage de chèvre émietté
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence, basilic, cumin doux, curry doux ou paprika doux facultatif"
"142","Omelette jambon-fromage facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20JAMBON-FROMAGE%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
Une petite poignée de gruyère râpé
1 tranche de jambon coupée en petits morceaux
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence facultatives"
"143","Omelette nature facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20NATURE%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre
Herbes de Provence facultatives"
"144","Omelette tomate basilic facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/oeuf%20et%20omelette/OMELETTE%20TOMATE%20BASILIC%20FACON%20THERMOCHEF.mp3","Oeuf et omelette","3 œufs
Quelques tomates coupées en petits dés
Quelques feuilles de basilic frais ciselées
Un peu d’huile d’olive ou spray d’huile d’olive
Sel
Poivre"
"145","One pot cavatelli a la saucisse italienne et aux poivrons","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20CAVATELLI%20A%20LA%20SAUCISSE%20ITALIENNE%20ET%20AUX%20POIVRONS.mp3","One pot pasta","4 mugs de cavatelli
300g de saucisse italienne, enlevée de son enveloppe et émiettée
1 poivron rouge, coupé en lanières
1 poivron jaune, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Basilic frais ou persil pour garnir"
"146","One pot conchiglie aux epinards et a la creme","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20CONCHIGLIE%20AUX%20EPINARDS%20ET%20A%20LA%20CREME.mp3","One pot pasta","4 mugs de conchiglie (coquilles)
200g d'épinards frais ou surgelés
250ml de crème fraîche
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Noix de muscade râpée (optionnel)"
"147","One pot coquillettes saumon et creme citronnee","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20COQUILLETTES%20SAUMON%20ET%20CREME%20CITRONNEE.mp3","One pot pasta","4 mugs de coquillettes
300g de saumon frais, sans peau, coupé en dés
Zeste et jus de 1 citron
250ml de crème fraîche
1 oignon, finement haché
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Aneth frais pour garnir"
"148","One pot farfalle a la grecque vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FARFALLE%20A%20LA%20GRECQUE%20VEGETARIEN.mp3","One pot pasta","400g de farfalles
200g de tomates cerise, coupées en deux
150g de feta, émiettée
100g d'olives noires, dénoyautées
1 oignon rouge, finement tranché
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Origan frais ou séché"
"149","One pot farfalle aux legumes printemps","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FARFALLE%20AUX%20LEGUMES%20PRINTEMPS.mp3","One pot pasta","4 mugs de farfalle
200g de petits pois frais ou surgelés
1 courgette, coupée en dés
1 carotte, coupée en fines rondelles
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir"
"150","One pot farfalle champignons et creme","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FARFALLE%20CHAMPIGNONS%20ET%20CREME.mp3","One pot pasta","4 mugs de farfalles
300g de champignons, tranchés
250ml de crème fraîche
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Persil frais pour garnir"
"151","One pot farfalle ratatouille vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FARFALLE%20RATATOUILLE%20VEGETARIEN.mp3","One pot pasta","400g de farfalles
1 petite aubergine, coupée en dés
1 courgette, coupée en dés
1 poivron rouge, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
400g de tomates concassées en conserve
Huile d'olive
Sel avec prudence et poivre
Herbes de Provence"
"152","One pot farfalleaux fruits de mer facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/one%20pot%20farfalleaux%20fruits%20de%20mer%20facon%20thermochef.mp3","One pot pasta","4 mugs de farfalle
4 mesurettes ThermoChef de liquide total : 1 mesurette de vin blanc et 3 mesurettes d’eau ou de bouillon de légumes doux. Sans vin blanc, utilisez 4 mesurettes d’eau ou de bouillon
300 grammes de fruits de mer frais ou surgelés, prêts à cuire, sans coquilles
200 grammes de tomates cerises coupées en deux
2 gousses d’ail émincées
1 cuillère à soupe d’huile d’olive, uniquement pour les options 2 et 3
Sel avec prudence
Poivre
Persil frais haché pour la fin
Quelques gouttes de citron facultatives au service"
"153","One pot fusilli a la ratatouille","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20A%20LA%20RATATOUILLE.mp3","One pot pasta","4 mugs de fusilli
1 petite aubergine, coupée en dés
1 courgette, coupée en dés
1 poivron rouge, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
400g de tomates concassées en conserve
Huile d'olive
Sel avec prudence et poivre
Herbes de Provence"
"154","One pot fusilli bœuf stroganoff","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20B%C5%92UF%20STROGANOFF.mp3","One pot pasta","4 mugs de fusilli
300g de bœuf, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
200g de champignons, tranchés
1 cuillère à soupe de paprika
250ml de crème fraîche
500ml de bouillon de bœuf
Huile d'olive
Sel avec prudence et poivre
Persil frais pour garnir"
"155","One pot fusilli carbonara de courgettes vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20CARBONARA%20DE%20COURGETTES%20VEGETARIEN.mp3","One pot pasta","4 mugs de fusilli
2 courgettes, coupées en demi-lunes
200ml de crème fraîche
2 jaunes d'œuf
100g de parmesan râpé
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Feuilles de basilic frais pour garnir"
"156","One pot fusilli chorizo et poivrons","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20CHORIZO%20ET%20POIVRONS.mp3","One pot pasta","4 mugs de fusilli
200g de chorizo, coupé en rondelles
1 poivron rouge, coupé en lanières
1 poivron jaune, coupé en lanières
2 gousses d'ail, émincées
400g de tomates concassées en conserve
Huile d'olive
Sel avec prudence et poivre
Feuilles de basilic frais pour garnir
400g de fusilli
Sel et poivre au goût"
"157","One pot fusilli et boulettes de viande facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20ET%20BOULETTES%20DE%20VIANDE%20FACON%20THERMOCHEF.mp3","One pot pasta","4 mugs de fusilli
4 mesurettes ThermoChef de liquide total : 2 mesurettes de tomates concassées et 2 mesurettes d’eau ou de bouillon de légumes doux
300 grammes de viande hachée, bœuf ou mélange bœuf et porc
1 œuf
50 grammes de chapelure
2 gousses d’ail émincées
1 oignon finement émincé
Herbes de Provence
1 cuillère à soupe d’huile d’olive, uniquement pour les options 2 et 3
Sel avec prudence
Poivre
Parmesan râpé et basilic frais pour la fin"
"158","One pot fusilli pesto de roquette vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20PESTO%20DE%20ROQUETTE%20VEGETARIEN.mp3","One pot pasta","4 mugs de fusilli
200g de roquette
50g de pignons de pin
2 gousses d'ail
100g de parmesan râpé
Huile d'olive extra vierge
Sel avec prudence et poivre
Jus de 1 citron"
"159","One pot fusilli poulet cacciatore","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20POULET%20CACCIATORE.mp3","One pot pasta","4 mugs de fusilli
300g de poitrine de poulet, coupée en dés
1 oignon, finement haché
2 gousses d'ail, émincées
200g de champignons, tranchés
1 poivron rouge, coupé en lanières
400g de tomates concassées en conserve
100ml de vin rouge
Huile d'olive
Sel avec prudence et poivre
Herbes de Provence
Parmesan râpé pour servir"
"160","One pot fusilli primavera vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20FUSILLI%20PRIMAVERA%20VEGETARIEN.mp3","One pot pasta","4 mugs de fusilli
200g de brocoli, coupé en petits bouquets
1 courgette, coupée en dés
1 carotte, coupée en fines rondelles
1 poivron rouge, coupé en lanières
2 gousses d'ail, émincées
750ml de bouillon de légumes
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir"
"161","One pot macaroni brocoli et fromage","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONI%20BROCOLI%20ET%20FROMAGE.mp3","One pot pasta","4 mugs de macaroni
300g de brocoli, coupé en petits bouquets
2 gousses d'ail, émincées
500ml de lait
250ml d'eau ou de bouillon de légumes
200g de fromage cheddar, râpé
Sel avec prudence et poivre
Noix de muscade râpée (optionnel)"
"162","One pot macaroni cheeseburger","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONI%20CHEESEBURGER.mp3","One pot pasta","4 mugs de macaroni
300g de viande hachée (bœuf)
1 oignon, finement haché
2 gousses d'ail, émincées
400g de tomates concassées en conserve
250ml de bouillon de bœuf
200g de cheddar, râpé
Huile d'olive
Sel avec prudence et poivre
Cornichons tranchés pour garnir"
"163","One pot macaronis a la carbonara facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONIS%20A%20LA%20CARBONARA%20FACON%20THERMOCHEF.mp3","One pot pasta","4 mugs de macaronis
4 mesurettes ThermoChef d’eau ou de bouillon de légumes doux
200 grammes de lardons fumés. Pour une version directe, utilisez plutôt des lardons déjà cuits ou des allumettes de jambon cuit
200 millilitres de crème fraîche
2 jaunes d’œuf très frais, ou jaunes d’œuf pasteurisés
100 grammes de parmesan râpé
Poivre
Sel avec grande prudence, car les lardons et le parmesan sont déjà salés
Persil frais facultatif"
"164","One pot macaronis alfredo au poulet facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONIS%20ALFREDO%20AU%20POULET%20FACON%20THERMOCHEF.mp3","One pot pasta","4 mugs de macaronis
4 mesurettes ThermoChef d’eau ou de bouillon de volaille doux
350 grammes de blanc de poulet coupé en petits dés réguliers
Pour l’option directe, utilisez plutôt du poulet déjà cuit
2 gousses d’ail émincées
1 cuillère à soupe d’huile d’olive, uniquement pour les options 2 et 3
200 millilitres de crème fraîche
100 grammes de parmesan râpé
Poivre
Sel avec prudence
Persil frais pour la fin
Petite pincée de noix de muscade facultative"
"165","One pot macaronis aux artichauts et huile d’olive","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONIS%20AUX%20ARTICHAUTS%20ET%20HUILE%20D%E2%80%99OLIVE.mp3","One pot pasta","4 mugs de macaronis
200g de cœurs d'artichauts en conserve, égouttés et coupés en quartiers
3 gousses d'ail, émincées
Huile d'olive extra vierge
Sel avec prudence et poivre
Parmesan râpé pour servir
Persil frais ou basilic pour garnir"
"166","One pot macaronis aux legumes mediterraneens","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20MACARONIS%20AUX%20LEGUMES%20MEDITERRANEENS.mp3","One pot pasta","4 mugs de macaronis
1 courgette, coupée en dés
1 aubergine, coupée en dés
1 poivron rouge, coupé en lanières
200g de tomates cerises, coupées en deux
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Basilic frais pour garnir
Parmesan râpé pour servir"
"167","One pot macaronis crevettes et ail facon thermochef","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/one%20pot%20macaronis%20crevettes%20et%20ail%20facon%20thermochef.mp3","One pot pasta","4 mugs de macaronis
4 mesurettes ThermoChef d’eau ou de bouillon de légumes doux
300 grammes de crevettes décortiquées, crues, fraîches ou surgelées
4 gousses d’ail émincées
1 petit piment rouge émincé, facultatif
1 cuillère à soupe d’huile d’olive, uniquement pour les options 2 et 3
Le jus d’un citron
Persil frais haché pour la fin
Sel avec prudence
Poivre"
"168","One pot orecchiette aux olives et au citron","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ORECCHIETTE%20AUX%20OLIVES%20ET%20AU%20CITRON.mp3","One pot pasta","400g d'orecchiette
150g d'olives vertes, dénoyautées et coupées en rondelles
Zeste et jus de 2 citrons
2 gousses d'ail, émincées
Huile d'olive extra vierge
Sel avec prudence et poivre
Parmesan râpé pour servir
Quelques feuilles de basilic frais pour garnir"
"169","One pot orzo a la saucisse italienne et au poireau","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ORZO%20A%20LA%20SAUCISSE%20ITALIENNE%20ET%20AU%20POIREAU.mp3","One pot pasta","400g d'orzo
300g de saucisse italienne, enlevée de son enveloppe et émiettée
1 poireau, nettoyé et coupé en rondelles
2 gousses d'ail, émincées
750ml de bouillon de poulet ou de légumes
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Persil frais ou basilic pour garnir"
"170","One pot orzo crevettes et citron","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ORZO%20CREVETTES%20ET%20CITRON.mp3","One pot pasta","400g d'orzo (pâtes en forme de riz)
300g de crevettes décortiquées
Zeste et jus de 1 citron
2 gousses d'ail, émincées
1 oignon, finement haché
750ml de bouillon de légumes
Huile d'olive
Sel avec prudence et poivre
Persil frais haché pour garnir"
"171","One pot orzo mediterraneen vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ORZO%20MEDITERRANEEN%20VEGETARIEN.mp3","One pot pasta","400g d'orzo (pâtes en forme de riz)
200g de tomates cerises, coupées en deux
1 courgette, coupée en dés
1 poivron rouge, coupé en lanières
1 oignon, finement haché
2 gousses d'ail, émincées
100g de feta, émiettée
Huile d'olive
Sel avec prudence et poivre
Herbes de Provence"
"172","One pot orzo poulet et citron","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20ORZO%20POULET%20ET%20CITRON.mp3","One pot pasta","400g d'orzo
300g de poitrine de poulet, coupée en dés
Zeste et jus de 2 citrons
1 oignon, finement haché
2 gousses d'ail, émincées
750ml de bouillon de poulet
Huile d'olive
Sel avec prudence et poivre
Persil frais pour garnir
Parmesan râpé pour servir"
"173","One pot pates au thon mediterraneen","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PATES%20AU%20THON%20MEDITERRANEEN.mp3","One pot pasta","4 mugs de pâtes de votre choix
200g de thon en conserve, égoutté
200g de tomates cerises, coupées en deux
100g d'olives noires, dénoyautées
2 gousses d'ail, émincées
1 oignon, finement haché
Huile d'olive
Sel avec prudence et poivre
Feuilles de basilic frais pour garnir"
"174","One pot pates poulet et champignons","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PATES%20POULET%20ET%20CHAMPIGNONS.mp3","One pot pasta","4 mugs de pâtes de votre choix
300g de poitrines de poulet, coupées en dés
200g de champignons, tranchés
1 oignon, finement haché
2 gousses d'ail, émincées
750ml de bouillon de poulet
100ml de crème fraîche
Sel avec prudence et poivre
Huile d'olive
Persil frais haché pour garnir"
"175","One pot penne a la tomate et au basilic","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20A%20LA%20TOMATE%20ET%20AU%20BASILIC.mp3","One pot pasta","4 mugs de penne
400g de tomates concassées en conserve
2 gousses d'ail, émincées
Huile d'olive
Un bouquet de basilic frais, haché
Sel avec prudence et poivre
Parmesan râpé pour servir"
"176","One pot penne au poulet et pesto rosso","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20AU%20POULET%20ET%20PESTO%20ROSSO.mp3","One pot pasta","4 mugs de penne
300g de poitrine de poulet, coupée en dés
200g de pesto rosso (pesto de tomates séchées)
1 oignon, finement haché
2 gousses d'ail, émincées
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir
Feuilles de basilic frais pour garnir"
"177","One pot penne bolognaise","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20BOLOGNAISE.mp3","One pot pasta","4 mugs de penne (cuisson 10 minutes sur le paquet)
500g de viande hachée (bœuf ou mélange bœuf/porc)
1 oignon, finement haché
2 gousses d'ail, émincées
800g de tomates concassées en conserve
100g de carottes, coupées en petits dés
100g de céleri, coupé en petits dés
1 cuillère à soupe de concentré de tomate
Sel, poivre, et herbes de Provence au goût
Huile d'olive
100g de parmesan râpé pour servir
300g de penne (cuisson 10 minutes sur le paquet)"
"178","One pot penne epinards et tomates sechees vegetarien","https://zyllio.github.io/zyllio-samples/recipies/recipies/audio/one%20pot%20pasta/ONE%20POT%20PENNE%20EPINARDS%20ET%20TOMATES%20SECHEES%20VEGETARIEN.mp3","One pot pasta","4 mugs de penne
200g d'épinards frais
100g de tomates séchées, coupées en lanières
2 gousses d'ail, émincées
750ml de bouillon de légumes
Huile d'olive
Sel avec prudence et poivre
Parmesan râpé pour servir"
