Id,Nom,Image,Catégorie,Description,Cuisson,Préparation,Portions unité,Difficulté,Portions,Régime,Coût,Instructions,Ingrédients,Audio
758,Cassoulet,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/758.jpg,Plats,Un plat traditionnel du sud-ouest de la France à base de haricots blancs et de différentes viandes.,50,30,personnes,4,6,Les classiques français,3,"La veille, faites tremper les haricots blancs dans un grand volume d'eau froide.
Égouttez et rincez les haricots. Préparez tous les autres ingrédients.
Placez les haricots dans la cuve du Thermochef, couvrez d'eau, fermez le couvercle et sélectionnez le menu Légumes Sec, pression 7, puissance 3, pour une cuisson de 20 minutes. Égouttez et réservez.
Utilisez le menu Thermo Grill, couvercle ouvert, pour faire revenir la poitrine de porc coupée en morceaux, les saucisses de Toulouse entières, et les cuisses de canard confites jusqu'à ce qu'elles soient légèrement dorées. Réservez.
Dans la même cuve, faites revenir l'oignon et l'ail hachés, puis ajoutez les carottes et les tomates concassées. Laissez mijoter pendant 5 minutes.
Ajoutez les haricots, les viandes, le bouquet garni, salez, poivrez, et mélangez délicatement. Couvrez d'eau à hauteur.
Fermez le couvercle et sélectionnez le menu Ragout, pression 4, puissance 3, pour une cuisson lente de 50 minutes.
Servez chaud directement dans des assiettes creuses.","400 gramme Haricots blancs secs
2 Cuisses de canard confites
400 gramme Saucisse de Toulouse
200 gramme Poitrine de porc salée, coupée en morceaux
1 Oignon, haché
2 Gousses d'ail, hachées
1 Bouquet garni
400 gramme Tomates concassées
2 Carottes, coupées en rondelles
1 pincée Chapelure
Sel, au goût
1 pincée Poivre
1 cuillère à soupe Huile d'olive",
759,Coq au vin,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/759.jpg,Plats,"Plat traditionnel français à base de coq et de vin rouge, cuit lentement pour en faire ressortir toutes les saveurs.",165,25,personnes,3,4,Les classiques français,3,"Assurez-vous que tous les ingrédients sont prêts et à portée de main.
Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les morceaux de coq avec l'huile d'olive jusqu'à ce qu'ils soient dorés sur toutes les faces. Réservez les morceaux.
Dans la même cuve, faites revenir les lardons et les oignons grelots jusqu'à ce qu'ils soient légèrement dorés. Ajoutez l'ail haché et faites revenir pendant 1 minute supplémentaire.
Remettez les morceaux de coq dans la cuve. Saupoudrez de farine et mélangez bien pour enrober. Ajoutez les champignons émincés.
Versez le vin rouge sur le mélange, ajoutez le bouquet garni, salez et poivrez selon votre goût.
Fermez le couvercle et sélectionnez le menu Thermodiet à 90°C pour une cuisson lente de 2 heures. Ou menu ragout pression 4, puissance 3, 45 minutes
Une fois la cuisson terminée, vérifiez l'assaisonnement et ajustez si nécessaire.
Servez le coq au vin chaud, accompagné de pommes de terre vapeur ou de pâtes.","1 Coq, découpé en morceaux
150 gramme Lardons
200 gramme Champignons de Paris, émincés
10 Oignons grelots
2 Gousses d'ail, hachées
750 Millilitre Vin rouge, Bourgogne de préférence
2 cuillère à soupe Farine
2 cuillère à soupe Huile d'olive
1 Bouquet garni
Sel, au goût
1 pincée Poivre",
760,Pot-au-feu,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/760.jpg,Plats,"Un classique de la cuisine française, le pot-au-feu est un plat mijoté à base de viande de bœuf et de légumes variés.",240,20,personnes,2,6,Les classiques français,2,"Préparation des ingrédients : Assurez-vous que tous les ingrédients sont prêts et à portée de main.
Cuisson de la viande : Placez la viande dans la cuve du Thermochef. Ajoutez l'eau, les oignons piqués de clous de girofle, l'ail, et le bouquet garni. Salez et poivrez.
Cuisson lente : Fermez le couvercle et sélectionnez le menu Thermodiet à 85°C pour une cuisson lente de 4 heures ou menu Ragout, pression 4, puissance 3, pour une cuisson de 50 minutes.
Ajout des légumes : Après 2 heures de cuisson en mode Thermodiet, ajoutez les carottes, les poireaux, et les navets dans la cuve. Continuez la cuisson pour les 2 heures restantes. Pour le mode Ragout, mettez tous les légumes en même temps.
Vérification de la cuisson : Une fois la cuisson terminée, vérifiez que la viande est tendre et que les légumes sont cuits à votre convenance.
Service : Servez le pot-au-feu chaud, en plaçant la viande et les légumes dans un grand plat. Le bouillon peut être servi à part dans des bols.","1.5 kilogramme Viande de bœuf pour pot-au-feu, paleron, gîte, queue
4 Carottes, coupées en gros morceaux
3 Poireaux, nettoyés et coupés en tronçons
4 Navets, coupés en quartiers
2 Oignons, piqués de clous de girofle
1 Bouquet garni
4 Gousses d'ail, écrasées
Sel, au goût
1 pincée Poivre
2 Litre Eau",
761,Daube provençale,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/761.jpg,Plats,"Un classique de la cuisine du sud de la France, où le bœuf est lentement mijoté avec des légumes, des herbes aromatiques et du vin rouge.",240,20,personnes,3,6,Les classiques français,3,"La veille, placez les cubes de bœuf dans un grand saladier avec le vin rouge, un oignon émincé, deux gousses d'ail hachées, le bouquet garni, et le zeste d'orange. Couvrez et laissez mariner au réfrigérateur pendant 24 heures.
Le lendemain, égouttez la viande et réservez la marinade. Séchez les morceaux de viande avec du papier absorbant.
Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les morceaux de bœuf avec l'huile d'olive jusqu'à ce qu'ils soient bien dorés. Réservez.
Dans la même cuve, faites revenir le reste des oignons et de l'ail. Ajoutez les carottes et faites-les revenir quelques minutes.
Remettez la viande dans la cuve, ajoutez le concentré de tomate, les olives noires, et la marinade filtrée. Salez et poivrez selon votre goût.
Fermez le couvercle et sélectionnez le menu Thermodiet à 90°C pour une cuisson lente de 4 heures. ou menu Ragout, pression 4, puissance 3, pour une cuisson de 50 minutes.
Vérifiez la tendreté de la viande et l'assaisonnement. Ajustez si nécessaire.
Servez la daube provençale chaude, accompagnée de pâtes fraîches ou de pommes de terre vapeur.","1.5 kilogramme Bœuf, joue ou paleron, coupé en gros cubes
750 Millilitre Vin rouge, de Provence de préférence
2 Oignons, émincés
4 Gousses d'ail, hachées
4 Carottes, coupées en rondelles
1 Bouquet garni, thym, laurier, romarin
1 Zeste d'une orange
100 gramme Olives noires
2 cuillère à soupe Huile d'olive
Sel, au goût
1 pincée Poivre
2 cuillère à soupe Concentré de tomate",
762,Poule au pot,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/762.jpg,Plats,Un plat classique de la cuisine française où la poule est cuite à l'eau avec des légumes.,90,20,personnes,2,6,Les classiques français,2,"Préparation des ingrédients : Assurez-vous que la poule et tous les légumes sont prêts et à portée de main.
Cuisson de la poule : Placez la poule entière dans la cuve du Thermochef. Ajoutez l'eau ou le bouillon de volaille, l'oignon piqué de clous de girofle, l'ail, et le bouquet garni. Salez et poivrez.
Cuisson lente : Fermez le couvercle et sélectionnez le menu Thermodiet à 85°C pour une cuisson lente de 1 heure 30 minutes. ou menu Ragout, pression 4, puissance 3, pour une cuisson de 35 minutes.
Ajout des légumes : Après 45 minutes de cuisson, ajoutez les carottes, les poireaux, et les navets dans la cuve. Continuez la cuisson pour les 45 minutes restantes.
Vérification de la cuisson : Une fois la cuisson terminée, vérifiez que la poule est bien cuite et que les légumes sont tendres.
Service : Servez la poule au pot en plaçant la volaille et les légumes dans un grand plat de service. Le bouillon peut être servi à part dans des bols, ou utilisé pour préparer une soupe.","1.5 kilogramme Poule entière, nettoyée
4 Carottes, coupées en gros morceaux
3 Poireaux, nettoyés et coupés en tronçons
2 Navets, coupés en quartiers
1 Oignon, piqué de 3 clous de girofle
1 Bouquet garni
4 Gousses d'ail, écrasées
Sel, au goût
1 pincée Poivre
2 Litre Eau",
763,Ratatouille,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/763.jpg,Plats,"Un plat végétarien classique du sud de la France, riche en légumes et parfait comme accompagnement ou plat principal.",40,15,personnes,1,6,Les classiques français,2,"Préparation des légumes : Lavez et coupez tous les légumes comme indiqué.
Saisie des légumes : Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les oignons et l'ail avec l'huile d'olive jusqu'à ce qu'ils soient translucides. Ajoutez ensuite les poivrons, les courgettes, et les aubergines. Faites-les revenir pendant 10 minutes, en remuant de temps en temps.
Ajout des tomates et des assaisonnements : Ajoutez les tomates, le bouquet garni, salez et poivrez. Mélangez bien tous les ingrédients.
Cuisson : Fermez le couvercle et sélectionnez le menu Thermodiet à 95°C pour 30 minutes, ou menu Ragout, pression 4, puissance 3, pour une cuisson de 12 minutes.
Vérification de la cuisson : Après 30 minutes, vérifiez la cuisson des légumes. Ils doivent être tendres mais pas trop fondants.
Service : Servez la ratatouille chaude ou à température ambiante, en accompagnement d'un plat de viande ou de poisson, ou comme plat principal pour un repas léger.","2 Courgettes, coupées en dés
2 Aubergines, coupées en dés
1 Poivron rouge, coupé en dés
1 Poivron jaune, coupé en dés
2 Oignons, émincés
3 gousse Ail, hachées
4 Tomates, pelées et coupées en dés
2 cuillère à soupe Huile d'olive
1 Bouquet garni
Sel, au goût
Poivre, au goût",
764,Tartiflette,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/764.jpg,Plats,"Un plat savoyard riche et réconfortant à base de pommes de terre, de lardons et de fromage reblochon.",14,15,personnes,2,6,Les classiques français,3,"Préparation des pommes de terre : Faites cuire les rondelles de pommes de terre dans le Thermochef en utilisant le menu Pression, couvercle fermé, niveau de pression 6, puissance 3, dans le panier vapeur avec deux mesures d'eau (environ 300ml) pour 2 minutes. Égouttez et réservez.
Saisie des lardons et de l'oignon : Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les lardons et l'oignon jusqu'à ce que l'oignon soit translucide et les lardons légèrement dorés.
Assemblage : Dans la cuve du Thermochef, disposez une couche de pommes de terre, puis une couche de lardons et d'oignons. Répétez l'opération jusqu'à épuisement des ingrédients. Versez la crème fraîche sur le dessus. Assaisonnez avec du sel, du poivre, et de la noix de muscade selon votre goût. Placez les demi-reblochons sur le dessus, avec la croûte vers le haut.
Cuisson : Sélectionnez le menu Four vapeur puissance 2, pression 6, couvercle fermé, et laissez cuire pendant 14 minutes.
Service : Servez chaud, directement après la cuisson pour apprécier le fromage coulant et les pommes de terre fondantes.","1 kilogramme Pommes de terre, épluchées et coupées en rondelles
200 gramme Lardons
1 Oignon, émincé
450 gramme Reblochon, coupé en deux dans l'épaisseur
200 Millilitre Crème fraîche
Sel, au goût
1 pincée Poivre
1 pincée Noix de muscade, optionnel",
765,Choucroute garnie,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/765.jpg,Plats,"Plat traditionnel alsacien à base de choucroute et de diverses viandes fumées, parfumé au vin blanc et aux épices.",120,20,personnes,3,6,Les classiques français,3,"Préparation de la choucroute : Dans la cuve du Thermochef, faites revenir l'oignon et l'ail avec un peu d'huile d'olive en utilisant le menu Thermo Grill, couvercle ouvert, puissance 3. Ajoutez la choucroute, les baies de genièvre, les clous de girofle, et le bouquet garni. Versez le vin blanc et mélangez bien.
Ajout des viandes : Ajoutez la palette de porc fumée et le lard fumé sur le dessus de la choucroute. Ne mélangez pas.
Cuisson : Fermez le couvercle et sélectionnez le menu Thermodiet à 85°C pour une cuisson lente de 2 heures, ou 45 minutes en mode Ragout, puissance 3, pression 5 (102 degrés).
Ajout des saucisses et des pommes de terre : Une heure avant la fin de la cuisson, ajoutez les pommes de terre autour de la viande. Ajoutez les saucisses de Strasbourg 30 minutes avant la fin de la cuisson pour qu'elles soient chaudes mais pas éclatées.
Vérification de la cuisson : Assurez-vous que la choucroute et les pommes de terre sont bien cuites et que les viandes sont chaudes.
Service : Servez la choucroute garnie en disposant la choucroute au centre d'un grand plat, entourez-la avec les pommes de terre, et disposez les viandes coupées en morceaux sur le dessus.","1.5 kilogramme Choucroute crue, rincée et égouttée
400 gramme Palette de porc fumée
6 Saucisses de Strasbourg
300 gramme Lard fumé, coupé en tranches
6 Pommes de terre moyennes, épluchées
1 Oignon, émincé
2 Gousses d'ail, hachées
10 Baies de genièvre
3 Clous de girofle
1 Bouquet garni, (thym, laurier)
500 Millilitre Vin blanc d'Alsace
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
766,Navarin d'agneau,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/766.jpg,Plats,"Un ragoût traditionnel français à base d'agneau et de légumes, idéal pour un repas convivial.",90,20,personnes,3,6,Les classiques français,4,"Préparation des ingrédients : Assurez-vous que tous les légumes et morceaux d'agneau sont prêts.
Saisie de l'agneau : Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les morceaux d'agneau avec l'huile d'olive jusqu'à ce qu'ils soient dorés de tous côtés. Réservez.
Saisie des légumes : Dans la même cuve, faites revenir les oignons, l'ail, les carottes, et les navets pendant quelques minutes jusqu'à ce qu'ils commencent à dorer.
Ajout de l'agneau et des assaisonnements : Remettez l'agneau dans la cuve avec les légumes. Saupoudrez de farine et mélangez bien. Ajoutez le concentré de tomate, le bouquet garni, salez et poivrez. Versez le bouillon de légumes ou l'eau jusqu'à couvrir les ingrédients.
Cuisson : Fermez le couvercle et sélectionnez le menu Thermodiet à 90°C pour 1 heure ou 45 minutes en mode Ragout, puissance 3, pression 5 (102 degrés).
Ajout des légumes verts : Ajoutez les petits pois et les haricots verts 30 minutes avant la fin de la cuisson pour qu'ils restent verts et croquants. (10 minutes pour la cuisson en menu ragout).
Vérification de la cuisson : Assurez-vous que l'agneau et les légumes sont bien cuits et tendres.
Service : Servez le navarin d'agneau chaud, idéalement accompagné de pommes de terre vapeur ou de pain frais pour saucer.","1.2 kilogramme Épaule d'agneau, coupée en morceaux
3 Carottes, coupées en rondelles
3 Navets, coupés en quartiers
200 gramme Petits pois, frais ou surgelés
200 gramme Haricots verts, coupés en morceaux
12 Petits oignons ou oignons grelots
2 Gousses d'ail, hachées
2 cuillère à soupe Concentré de tomate
750 Millilitre Bouillon de légumes ou eau
2 cuillère à soupe Farine
4 cuillère à soupe Huile d'olive
1 Bouquet garni, thym, laurier",
767,Soupe à l'oignon,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/767.jpg,Plats,"Une recette traditionnelle de soupe à l'oignon, agrémentée de croûtons au fromage gratinés.",20,10,personnes,1,6,Les classiques français,1,"Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les oignons et l'ail avec le beurre jusqu'à ce qu'ils soient bien dorés et caramélisés.
Ajoutez le vin blanc pour déglacer la cuve, en grattant les sucs de cuisson avec une spatule. Laissez réduire quelques minutes.
Ajoutez le bouillon de bœuf et la feuille de laurier. Salez et poivrez selon votre goût.
Fermez le couvercle et sélectionnez le menu Soupe, Mode 2 pour une cuisson de 20 minutes.
Après la cuisson la soupe cuit, placez des tranches de baguette dans la cuve, saupoudrez de fromage râpé, et faites-les griller en menu four 140 degrés couvercle fermé.
Servez la soupe à l'oignon chaud dans des bols. Ajoutez les croûtons au fromage sur le dessus juste avant de servir.","5 Oignons, émincés
2 Gousses d'ail, hachées
50 gramme Beurre
1 Litre Bouillon de bœuf
100 Millilitre Vin blanc, optionnel
1 Feuille de laurier
Sel, au goût
1 pincée Poivre
1 tranche Pain baguette
100 gramme Fromage râpé, (Gruyère ou Emmental)",
768,Osso buco à la milanaise,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/768.jpg,Plats,"Un plat traditionnel riche et savoureux italien de tranches de jarret de veau braisées avec des légumes, du vin blanc et du bouillon, garni de gremolata fraîche.",90,15,personnes,3,4,Les classiques français,4,"Préparation de la viande : Enrobez légèrement les tranches de jarret de veau de farine.
Saisie de la viande : Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les tranches de jarret dans l'huile d'olive jusqu'à ce qu'elles soient dorées de chaque côté. Réservez.
Saisie des légumes : Dans la même cuve, ajoutez l'oignon, l'ail, la carotte, et le céleri. Faites revenir jusqu'à ce que les légumes soient tendres.
Déglacer : Versez le vin blanc et laissez réduire de moitié.
Ajout des ingrédients restants : Remettez la viande dans la cuve. Ajoutez les tomates concassées, le bouillon de veau, le bouquet garni, salez et poivrez.
Cuisson : Fermez le couvercle et sélectionnez le menu Thermodiet à 90°C pour 1 heure 30 minutes ou 45 minutes en mode Ragout, puissance 3, pression 5 (102 degrés).
Préparation de la gremolata : Mélangez le zeste de citron, l'ail haché, et le persil dans un petit bol.
Service : Une fois l'osso buco cuit, servez-le chaud, saupoudré de gremolata, accompagné de risotto à la milanaise ou de polenta.","4 Tranches de jarret de veau avec os
50 gramme Farine, pour enrober
3 cuillère à soupe Huile d'olive
1 Oignon, finement haché
2 Gousses d'ail, écrasées
1 Carotte, coupée en dés
1 branche Céleri, coupée en dés
400 gramme Tomates concassées, en boîte
250 Millilitre Vin blanc
250 Millilitre Bouillon de veau
1 Bouquet garni, (thym, laurier)
Sel, au goût
Poivre, au goût
1 Zeste d'un citron
2 Gousses d'ail, hachées finement
2 cuillère à soupe Persil plat, haché",
769,Carbonnade flamande,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/769.jpg,Plats,"Un ragoût traditionnel belge, la carbonnade flamande est un plat riche en saveurs où le bœuf mijote lentement dans la bière brune avec des oignons et des épices.",180,20,personnes,3,6,Les classiques français,3,"Utilisez le menu Thermo Grill, couvercle ouvert, puissance 3 pour faire revenir les morceaux de bœuf avec un peu d'huile d'olive jusqu'à ce qu'ils soient bien dorés sur toutes les faces. Réservez.
Dans la même cuve, ajoutez un peu plus d'huile si nécessaire et faites revenir les oignons émincés jusqu'à ce qu'ils soient tendres et légèrement caramélisés.
Saupoudrez les oignons de farine et mélangez bien pour les enrober.
Versez la bière brune sur les oignons, en grattant bien le fond de la cuve pour décoller les sucs de cuisson.
Remettez la viande dans la cuve. Ajoutez la cassonade, le vinaigre de vin rouge, le bouquet garni, et les tranches de pain d'épices émiettées enduites de moutarde sur une face. Salez et poivrez selon votre goût.
Fermez le couvercle et sélectionnez le menu Thermodiet à 85°C pour une cuisson lente de 3 heures. ou 50 minutes en mode Ragout, puissance 3, pression 5 (102 degrés)
Assurez-vous que la viande est tendre et que la sauce a une consistance riche et onctueuse.
Servez la carbonnade flamande chaude, accompagnée de frites ou de pommes de terre vapeur.","1.5 kilogramme Bœuf, paleron ou gîte, coupé en morceaux
3 Oignons, émincés
2 cuillère à soupe Farine
500 Millilitre Bière brune belge
2 cuillère à soupe Cassonade
2 cuillère à soupe Vinaigre de vin rouge
1 Bouquet garni, thym, laurier
2 tranche Pain d'épices, émietté
Moutarde, au goût
Sel, au goût
1 pincée Poivre
Huile d'olive, au goût",
770,Riz aux légumes du soleil,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/770.jpg,Plats,Une délicieuse recette de riz basmati accompagné de légumes frais pour un repas coloré et savoureux.,20,10,personnes,1,4,One pot rice,2,"Utilisez le menu Thermogrill pour faire revenir l'oignon et l'ail dans l'huile d'olive pendant 3 minutes.
Ajoutez les carottes, la courgette, et le poivron. Faites revenir pendant 5 minutes.
Incorporez le riz et mélangez bien.
Versez le bouillon de légumes, assaisonnez de sel et de poivre.
Sélectionnez le mode riz lancez la cuisson riz mode 2.
Laissez reposer 5 minutes avant de servir.","1 tasse Riz basmati
2 Carotte, coupées en dés
1 Courgette, coupée en dés
1 Poivron rouge, coupé en dés
1 Oignon, haché
2 gousse Ail, émincées
1.5 tasse Bouillon de légumes
1 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
771,Riz au poulet et curry,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/771.jpg,Plats,"Un plat savoureux et facile à préparer combinant riz basmati, poulet et curry, relevé d'oignon, d'ail et de lait de coco.",10,15,personnes,2,4,One pot rice,3,"Faites revenir le poulet, l'oignon, et l'ail avec l'huile d'olive en utilisant le menu Thermogrill couvercle ouvert, puissance 3 pendant 5 minutes.
Ajoutez la pâte de curry et mélangez bien.
Incorporez le riz, puis le bouillon de poulet et le lait de coco.
Sélectionnez le mode 2 menu riz.
Laissez reposer avant de servir.","2 tasse Riz basmati
2 Poitrines de poulet, coupées en cubes
1 Oignon, haché
2 Gousses d'ail, émincées
1 cuillère à soupe Pâte de curry
1 tasse Bouillon de poulet
2 tasse Lait de coco
1 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
772,Riz aux crevettes épicées,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/772.jpg,Plats,Un plat savoureux de riz basmati accompagné de crevettes décortiquées et relevé au paprika fumé.,20,15,personnes,2,4,One pot rice,4,"Faites revenir l'oignon, l'ail, et le poivron avec l'huile d'olive en utilisant le menu Thermogrill.
Ajoutez les crevettes et le paprika, faites revenir jusqu'à ce que les crevettes soient roses.
Incorporez le riz, puis ajoutez le bouillon.
Sélectionnez le mode riz 2 couvercle fermé.
Laissez reposer avant de servir.","1 tasse Riz basmati
400 gramme Crevettes, décortiquées
1 Oignon, haché
2 gousses Ail, émincées
1 cuillère à soupe Paprika fumé
1.5 tasses Bouillon de légumes
1 Poivron rouge, coupé en dés
1 cuillère à soupe Huile d'olive
Sel, au goût
Poivre, au goût",
773,Riz aux champignons et poulet,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/773.jpg,Plats,"Un plat simple et savoureux combinant riz, champignons et poulet, parfait pour un repas rapide.",10,10,personnes,1,4,One pot rice,2,"Préparation : faites revenir le poulet, les champignons, l'oignon, l'ail, le sel, le poivre, avec un filet d'huile d'olive menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes
Cuisson : ajoutez 1 mesure de riz basmati et 1,5 mesure de bouillon de poulet. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir.
Servez chaud.","1 tasse Riz basmati
2 Poitrines de poulet
200 gramme Champignons de Paris, tranchés
1 Oignon, haché
2 Gousses d'ail, émincées
1.5 tasse Bouillon de poulet
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
774,Riz coco-curry aux légumes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/774.jpg,Plats,"Un plat facile et rapide à préparer, combinant le riz basmati aux saveurs exotiques de la noix de coco et du curry, accompagné de légumes croquants.",10,5,personnes,1,4,One pot rice,2,"Préparation : faites revenir la courgette, la carotte, le poivron, le lait de coco, la pâte de curry, le sel, et le poivre d'olive menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Cuisson du riz: ajouter le lait de coco, la pâte de curry, le sel, et le poivre et 1 mesure de riz et dans la cuve. Choisissez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir. Servez chaud.","1 tasse Riz basmati
1 Courgette, coupée en dés
1 Carotte, coupée en dés
1 Poivron rouge, coupé en dés
1.5 tasse Lait de coco
2 cuillère à soupe Pâte de curry
Sel, au goût
Poivre, au goût",
775,Riz aux trois poivrons et chorizo,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/775.jpg,Plats,"Un plat coloré et savoureux mêlant riz basmati, poivrons de différentes couleurs et rondelles de chorizo, cuit rapidement pour un repas convivial.",10,5,personnes,2,4,One pot rice,3,"Préparation : faites revenir les poivrons, le chorizo, l'oignon, l'ail, un filet d'huile d'olive, le sel, et le poivre. menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Cuisson : ajoutez 1 mesure de riz basmati et 1,5 mesure de bouillon de légumes. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir.
Servez chaud.","1 tasse Riz basmati
1 Poivron rouge, coupé en dés
1 Poivron jaune, coupé en dés
1 Poivron vert, coupé en dés
200 gramme Chorizo, coupé en rondelles
1 Oignon, haché
2 Gousses d'ail, émincées
2 tasses Bouillon de légumes
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
776,Riz au saumon et asperges,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/776.jpg,Plats,Un délicieux plat de riz basmati accompagné de saumon et d'asperges cuits sous vide.,35,10,personnes,2,4,One pot rice,4,"Préparation sous vide: Placez les filets de saumon, les asperges, le zeste et le jus de citron, un filet d'huile d'olive, le sel, et le poivre dans un sachet sous vide. Scellez le sachet avec l'appareil Thermochef vacuum.
Cuisson sous vide: Mettez le sachet dans la cuve remplie aux 2/3 d'eau. Réglez la température à 60°C pour 35 minutes. Validez par cuisiner. Réserver
Cuisson du riz: Après la cuisson du saumon et des asperges, préparez le riz. Ajoutez 1 mesure de riz et 1,5 mesure d'eau dans la cuve. Choisissez le mode riz 2 pour une cuisson de 11 à 12minutes. Validez par cuisiner.
Finition: Après la cuisson, mélangez délicatement le saumon et les asperges avec le riz. Servez immédiatement pour un plat équilibré et plein de saveurs.","1 tasse Riz basmati
2 Filets de saumon
200 gramme Asperges, coupées en tronçons
1 Citron, zeste et jus
Sel, au goût
1 pincée Poivre
1 filet Huile d'olive",
777,Riz aux aubergines épicées,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/777.jpg,Plats,Un plat végétarien alliant la douceur du riz basmati et les saveurs épicées des aubergines.,10,10,personnes,1,4,One pot rice,2,"Préparation : faites revenir les aubergines, la pâte de tomate, le cumin, le paprika, un filet d'huile d'olive, le sel, et le poivre menu Thermogrill couvercle ouvert, puissance 3 pendant 1 minute.
Cuisson : ajoutez 1 mesure de riz basmati et 1,5 mesure de bouillon de légumes. Sélectionnez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir. Servez chaud.","1 tasse Riz basmati
2 Aubergines, coupées en dés
2 cuillère à soupe Pâte de tomate
1 cuillère à soupe Cumin moulu
1 cuillère à café Paprika
1.5 tasses Bouillon de légumes
Sel, au goût
Poivre, au goût
Huile d'olive, au goût",
778,Riz au curry de légumes,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/778.jpg,Plats,Un délicieux riz basmati accompagné d'un curry de légumes facile et rapide à préparer.,10,15,personnes,1,4,One pot rice,2,"Préparation : faites revenir la carotte, la pomme de terre, les petits pois, menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Cuisson du riz: ajouter le lait de coco, la pâte de curry, le sel, et le poivre et 1 mesure de riz et dans la cuve. Choisissez le mode riz 2 pour une cuisson de 11 à 12 minutes. Validez par cuisiner.
Laissez reposer avant de servir. Servez chaud.","1 tasse Riz basmati
1 Carotte, coupée en dés
1 Pomme de terre, coupée en dés
100 gramme Petits pois
2 cuillère à soupe Pâte de curry
1.5 tasse Lait de coco
Sel, au goût
Poivre, au goût",
779,Riz aux haricots rouges et chorizo,https://zyllio.github.io/zyllio-samples/recipies/recipies/images/779.jpg,Plats,"Un plat savoureux mêlant riz, chorizo épicé et haricots rouges cuisinés avec des aromates pour un repas complet et réconfortant.",10,10,personnes,2,4,One pot rice,3,"Faites revenir le chorizo, les haricots rouges, l'oignon, l'ail, le poivron, le paprika, le sel, et le poivre menu Thermogrill couvercle ouvert, puissance 3 pendant 7 minutes.
Ajoutez 1 mesure de riz blanc et 1,5 mesure de bouillon de poulet. Sélectionnez le mode riz 1 pour une cuisson de 8 à 10 minutes. Validez par cuisiner.
Laissez reposer avant de servir.
Servez chaud.","1 tasse Riz blanc, cuisson 10 minutes
200 gramme Chorizo, coupé en rondelles
1 boîte Haricots rouges, égouttée et rincée
1 Oignon, haché
2 gousses Ail, émincées
1 Poivron rouge, coupé en dés
1.5 tasses Bouillon de poulet
1 cuillère à café Paprika fumé
Sel, au goût
Poivre, au goût",
